,locality,Economic  Factor,Sentiment Score,Sentiment,location,Quarter Period,Year,min_price,max_price,Average Price,Risk
1401,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Apr-Jun,2024.0,43132.17861,68861.97078,55996.995,Low
1402,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Jul-Sep,2024.0,42451.48293,67775.21728,55113.27167,Low
1403,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Oct-Dec,2024.0,42658.55417,68105.81347,55382.105,Low
1404,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Jan-Mar,2025.0,44245.99608,70640.21776,57443.02517,Low
1405,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Apr-Jun,2025.0,44179.22055,70533.60838,57356.33283,Low
1406,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Jul-Sep,2025.0,44622.47882,71241.28508,57931.7995,Low
1407,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Oct-Dec,2025.0,45198.02416,72160.16253,58679.00983,Low
1408,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Jan-Mar,2026.0,44355.94655,70815.75737,57585.77,Low
1409,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Apr-Jun,2026.0,44043.48336,70316.8994,57180.11,Low
1410,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Jul-Sep,2026.0,41745.16715,66647.56044,54196.28667,Low
1411,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Oct-Dec,2026.0,41379.28909,66063.42383,53721.28,Low
1412,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Jan-Mar,2027.0,41355.68836,66025.74447,53690.64,Low
1413,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Apr-Jun,2027.0,41059.88587,65553.48587,53306.61,Low
1414,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Jul-Sep,2027.0,41361.32665,66034.74619,53697.96,Low
1415,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Oct-Dec,2027.0,41344.28082,66007.53196,53675.83,Low
1416,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Jan-Mar,2028.0,44298.91658,70724.70712,57511.73,Low
1417,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Apr-Jun,2028.0,43594.24531,69599.67578,56596.88,Low
1418,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Jul-Sep,2028.0,43621.90146,69643.82974,56632.785,Low
1419,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Oct-Dec,2028.0,44015.95431,70272.94835,57144.37,Low
1420,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Jan-Mar,2029.0,44081.17982,70377.08307,57229.05,Low
1421,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Apr-Jun,2029.0,44423.66,70923.86416,57673.68,Low
1422,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Jul-Sep,2029.0,43770.58066,69881.20109,56825.81,Low
1423,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Oct-Dec,2029.0,43042.67068,68719.06837,55880.79,Low
1424,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Jan-Mar,2030.0,42913.47517,68512.80341,55713.06,Low
1425,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Apr-Jun,2030.0,43132.17861,68861.97078,55996.995,Low
1426,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Jul-Sep,2030.0,42451.48293,67775.21728,55113.27167,Low
1427,Cuffe Parade,High demand for luxury properties; strong economic growth and stability.,0.6597,Positive,Cuffe Parade,Oct-Dec,2030.0,42658.55417,68105.81347,55382.105,Low
1428,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Jan-Mar,2024.0,42242.55112,66866.28903,54554.4,Low
1429,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Apr-Jun,2024.0,43013.45615,68086.56473,55549.99,Low
1430,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Jul-Sep,2024.0,42400.45815,67116.24215,54758.33,Low
1431,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Oct-Dec,2024.0,42392.382,67103.4583,54747.9,Low
1432,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Jan-Mar,2025.0,42611.22025,67449.86025,55030.52,Low
1433,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Apr-Jun,2025.0,42480.81706,67243.44332,54862.11,Low
1434,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Jul-Sep,2025.0,43693.14631,69162.45522,56427.78,Low
1435,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Oct-Dec,2025.0,43625.00617,69054.59529,56339.78,Low
1436,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Jan-Mar,2026.0,43566.39017,68961.81124,56264.08,Low
1437,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Apr-Jun,2026.0,43836.0238,69388.61787,56612.3,Low
1438,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Jul-Sep,2026.0,44879.21838,71039.90427,57959.54,Low
1439,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Oct-Dec,2026.0,42102.26761,66644.23241,54373.23,Low
1440,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Jan-Mar,2027.0,40812.07275,64601.96604,52707.0,Low
1441,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Apr-Jun,2027.0,41016.42349,64925.4355,52970.91,Low
1442,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Jul-Sep,2027.0,40376.00683,63911.71155,52143.84,Low
1443,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Oct-Dec,2027.0,40397.85039,63946.28801,52172.05,Low
1444,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Jan-Mar,2028.0,41633.00659,65901.43298,53767.2,Low
1445,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Apr-Jun,2028.0,41355.30454,65461.85477,53408.56,Low
1446,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Jul-Sep,2028.0,40690.69039,64409.82829,52550.24,Low
1447,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Oct-Dec,2028.0,40737.70708,64484.25164,52610.96,Low
1448,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Jan-Mar,2029.0,41456.92627,65622.71314,53539.8,Low
1449,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Apr-Jun,2029.0,41710.91864,66024.761,53867.82,Low
1450,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Jul-Sep,2029.0,41052.65391,64982.78511,53017.7,Low
1451,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Oct-Dec,2029.0,41032.63,64951.089,52991.84,Low
1452,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Jan-Mar,2030.0,42242.55112,66866.28903,54554.4,Low
1453,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Apr-Jun,2030.0,43013.45615,68086.56473,55549.99,Low
1454,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Jul-Sep,2030.0,42400.45815,67116.24215,54758.33,Low
1455,Cumballa Hill,High demand and premium property prices; strong economic growth and rental yields.,0.6597,Positive,Cumballa Hill,Oct-Dec,2030.0,42392.382,67103.4583,54747.9,Low
1456,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Jan-Mar,2024.0,26691.89032,43274.33105,34983.09,Low
1457,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Apr-Jun,2024.0,26675.85981,43248.34153,34962.08,Low
1458,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Jul-Sep,2024.0,27183.18779,44070.849,35626.99733,Low
1459,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Oct-Dec,2024.0,26299.48246,42638.13829,34468.79,Low
1460,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Jan-Mar,2025.0,28674.01412,46487.85698,37580.91333,Low
1461,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Apr-Jun,2025.0,28672.44362,46485.31081,37578.855,Low
1462,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Jul-Sep,2025.0,27227.64635,44142.9276,35685.26588,Low
1463,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Oct-Dec,2025.0,25341.84161,41085.55933,33213.68083,Low
1464,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Jan-Mar,2026.0,24425.91237,39600.60548,32013.24,Low
1465,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Apr-Jun,2026.0,24700.28504,40045.43324,32372.84,Low
1466,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Jul-Sep,2026.0,24622.51305,39919.34511,32270.91,Low
1467,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Oct-Dec,2026.0,24119.87545,39104.44193,31612.14,Low
1468,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Jan-Mar,2027.0,23553.44391,38186.11259,30869.76,Low
1469,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Apr-Jun,2027.0,23612.86588,38282.45071,30947.64,Low
1470,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Jul-Sep,2027.0,23983.13928,38882.75789,31432.93,Low
1471,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Oct-Dec,2027.0,24020.76252,38943.75471,31482.24,Low
1472,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Jan-Mar,2028.0,25311.25254,41035.96668,33173.59,Low
1473,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Apr-Jun,2028.0,25029.63143,40579.38736,32804.49,Low
1474,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Jul-Sep,2028.0,25113.90794,40716.02098,32914.945,Low
1475,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Oct-Dec,2028.0,25558.60759,41436.99202,33497.78,Low
1476,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Jan-Mar,2029.0,25888.19814,41971.34198,33929.75,Low
1477,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Apr-Jun,2029.0,25673.77391,41623.70587,33648.72,Low
1478,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Jul-Sep,2029.0,25489.76263,41325.37687,33407.55,Low
1479,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Oct-Dec,2029.0,25679.67949,41633.28031,33656.46,Low
1480,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Jan-Mar,2030.0,26691.89032,43274.33105,34983.09,Low
1481,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Apr-Jun,2030.0,26675.85981,43248.34153,34962.08,Low
1482,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Jul-Sep,2030.0,27183.18779,44070.849,35626.99733,Low
1483,Dadar,High demand for residential properties; strong economic activity and stability.,0.4215,Positive,Dadar,Oct-Dec,2030.0,26299.48246,42638.13829,34468.79,Low
1484,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Jan-Mar,2024.0,26030.16592,42449.6112,34239.91,Moderate
1485,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Apr-Jun,2024.0,26097.79588,42559.90114,34328.87,Moderate
1486,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Jul-Sep,2024.0,25529.54499,41633.20596,33581.3965,Moderate
1487,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Oct-Dec,2024.0,24963.78917,40710.57971,32837.205,Moderate
1488,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Jan-Mar,2025.0,26889.26375,43850.61529,35369.96167,Moderate
1489,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Apr-Jun,2025.0,27048.48227,44110.26651,35579.39667,Moderate
1490,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Jul-Sep,2025.0,25654.90712,41837.64467,33746.29702,Moderate
1491,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Oct-Dec,2025.0,24006.62726,39149.65415,31578.16048,Moderate
1492,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Jan-Mar,2026.0,23854.64195,38901.79876,31378.24,Moderate
1493,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Apr-Jun,2026.0,24120.22789,39334.91238,31727.59,Moderate
1494,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Jul-Sep,2026.0,24144.99614,39375.30409,31760.17,Moderate
1495,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Oct-Dec,2026.0,23894.55396,38966.88668,31430.74,Moderate
1496,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Jan-Mar,2027.0,22621.7789,36891.26384,29756.54,Moderate
1497,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Apr-Jun,2027.0,22464.47235,36634.73065,29549.62,Moderate
1498,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Jul-Sep,2027.0,23040.00357,37573.29848,30306.67,Moderate
1499,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Oct-Dec,2027.0,23301.15737,37999.18425,30650.19,Moderate
1500,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Jan-Mar,2028.0,24180.13392,39432.60626,31806.39,Moderate
1501,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Apr-Jun,2028.0,23785.84885,38789.61197,31287.75,Moderate
1502,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Jul-Sep,2028.0,23740.83317,38716.20106,31228.53667,Moderate
1503,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Oct-Dec,2028.0,24021.99112,39174.70931,31598.37,Moderate
1504,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Jan-Mar,2029.0,24508.83404,39968.64559,32238.76,Moderate
1505,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Apr-Jun,2029.0,24050.05877,39220.48162,31635.29,Moderate
1506,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Jul-Sep,2029.0,24007.2072,39150.59992,31578.92333,Moderate
1507,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Oct-Dec,2029.0,23983.7136,39112.2869,31548.02,Moderate
1508,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Jan-Mar,2030.0,26030.16592,42449.6112,34239.91,Moderate
1509,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Apr-Jun,2030.0,26097.79588,42559.90114,34328.87,Moderate
1510,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Jul-Sep,2030.0,25529.54499,41633.20596,33581.3965,Moderate
1511,Dadar East,Balanced economic factors; some older properties may face fluctuations.,0.0,Negative,Dadar East,Oct-Dec,2030.0,24963.78917,40710.57971,32837.205,Moderate
1512,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Jan-Mar,2024.0,28546.98354,45696.93369,37122.0,Moderate
1513,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Apr-Jun,2024.0,28639.66396,45845.29301,37242.52,Moderate
1514,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Jul-Sep,2024.0,29243.09791,46811.2473,38027.215,Moderate
1515,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Oct-Dec,2024.0,29917.09956,47890.1637,38903.675,Moderate
1516,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Jan-Mar,2025.0,29680.56148,47511.52247,38596.085,Moderate
1517,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Apr-Jun,2025.0,29916.59202,47889.35124,38903.015,Moderate
1518,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Jul-Sep,2025.0,28769.31838,46052.83892,37411.12036,Moderate
1519,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Oct-Dec,2025.0,27546.47182,44095.35231,35820.952,Moderate
1520,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Jan-Mar,2026.0,25696.30708,41133.67842,33415.03,Moderate
1521,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Apr-Jun,2026.0,25695.06129,41131.68421,33413.41,Moderate
1522,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Jul-Sep,2026.0,25533.16278,40872.52319,33202.88,Moderate
1523,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Oct-Dec,2026.0,25587.36991,40959.29591,33273.37,Moderate
1524,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Jan-Mar,2027.0,26083.56234,41753.58203,33918.61,Moderate
1525,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Apr-Jun,2027.0,26042.12838,41687.25611,33864.73,Moderate
1526,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Jul-Sep,2027.0,26047.00387,41695.06061,33871.07,Moderate
1527,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Oct-Dec,2027.0,26275.87498,42061.42884,34168.69,Moderate
1528,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Jan-Mar,2028.0,26865.84751,43005.8346,34935.88,Moderate
1529,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Apr-Jun,2028.0,26554.07772,42506.76529,34530.46,Moderate
1530,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Jul-Sep,2028.0,27253.56418,43626.4768,35440.06,Moderate
1531,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Oct-Dec,2028.0,27556.42889,44111.29121,35833.9,Moderate
1532,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Jan-Mar,2029.0,27730.26235,44389.55725,36059.95,Moderate
1533,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Apr-Jun,2029.0,27689.62047,44324.49925,36007.1,Moderate
1534,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Jul-Sep,2029.0,27862.95407,44601.96514,36232.5,Moderate
1535,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Oct-Dec,2029.0,28358.05452,45394.50326,36876.32,Moderate
1536,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Jan-Mar,2030.0,28546.98354,45696.93369,37122.0,Moderate
1537,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Apr-Jun,2030.0,28639.66396,45845.29301,37242.52,Moderate
1538,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Jul-Sep,2030.0,29243.09791,46811.2473,38027.215,Moderate
1539,Dadar West,Similar to Dadar East; stable demand due to accessibility and a mix of property ages.,0.1779,Positive,Dadar West,Oct-Dec,2030.0,29917.09956,47890.1637,38903.675,Moderate
1540,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Jan-Mar,2024.0,14288.76869,22045.62098,18167.17333,High
1541,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Apr-Jun,2024.0,14247.3665,21981.74304,18114.53333,High
1542,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Jul-Sep,2024.0,14419.92046,22247.97027,18333.92367,High
1543,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Oct-Dec,2024.0,14205.39959,21916.99382,18061.17533,High
1544,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Jan-Mar,2025.0,13499.84187,20828.41451,17164.10788,High
1545,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Apr-Jun,2025.0,13532.16571,20878.28578,17205.20538,High
1546,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Jul-Sep,2025.0,13668.79333,21089.08356,17378.91788,High
1547,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Oct-Dec,2025.0,13719.88697,21167.91408,17443.87988,High
1548,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Jan-Mar,2026.0,12218.65651,18851.72026,15535.17,High
1549,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Apr-Jun,2026.0,12339.90578,19038.79135,15689.33,High
1550,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Jul-Sep,2026.0,12630.87992,19487.72476,16059.28333,High
1551,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Oct-Dec,2026.0,12933.62296,19954.81596,16444.2,High
1552,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Jan-Mar,2027.0,12665.68062,19541.41749,16103.53,High
1553,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Apr-Jun,2027.0,12464.95393,19231.72358,15848.32,High
1554,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Jul-Sep,2027.0,12630.77505,19487.56296,16059.15,High
1555,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Oct-Dec,2027.0,12782.61979,19721.83868,16252.21,High
1556,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Jan-Mar,2028.0,12854.87306,19833.31562,16344.075,High
1557,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Apr-Jun,2028.0,12867.80338,19853.26534,16360.515,High
1558,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Jul-Sep,2028.0,13100.40284,20212.13458,16656.249,High
1559,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Oct-Dec,2028.0,13338.91769,20580.13045,16959.504,High
1560,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Jan-Mar,2029.0,13426.74476,20715.63564,17071.17,High
1561,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Apr-Jun,2029.0,13440.59531,20737.00514,17088.78,High
1562,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Jul-Sep,2029.0,13743.69883,21204.65253,17474.155,High
1563,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Oct-Dec,2029.0,13799.18358,21290.25794,17544.7,High
1564,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Jan-Mar,2030.0,14288.76869,22045.62098,18167.17333,High
