,Locality,Economic  Factor,Sentiment Score,Sentiment,Year,Quarter Period,Average Price,max_price,min_price,Risk
1027,Bhumkar Nagar Wakad,"Strong suburban growth, but faces competition from more developed areas like Wakad.",0.7647,Positive,2028,Oct-Dec,6543.81,7578.743849,5508.803045,Moderate
1028,Bhumkar Nagar Wakad,"Strong suburban growth, but faces competition from more developed areas like Wakad.",0.7647,Positive,2029,Jan-Mar,6768.67,7839.166499,5698.097882,Moderate
1029,Bhumkar Nagar Wakad,"Strong suburban growth, but faces competition from more developed areas like Wakad.",0.7647,Positive,2029,Apr-Jun,6817.0,7895.140112,5738.783729,Moderate
1030,Bhumkar Nagar Wakad,"Strong suburban growth, but faces competition from more developed areas like Wakad.",0.7647,Positive,2029,Jul-Sep,7008.02,8116.370809,5899.590898,Moderate
1031,Bhumkar Nagar Wakad,"Strong suburban growth, but faces competition from more developed areas like Wakad.",0.7647,Positive,2029,Oct-Dec,7018.296667,8128.272779,5908.242147,Moderate
1032,Bhumkar Nagar Wakad,"Strong suburban growth, but faces competition from more developed areas like Wakad.",0.7647,Positive,2030,Jan-Mar,7352.3,8515.100285,6189.417576,Moderate
1033,Bhumkar Nagar Wakad,"Strong suburban growth, but faces competition from more developed areas like Wakad.",0.7647,Positive,2030,Apr-Jun,7441.87,8618.836196,6264.820665,Moderate
1034,Bhumkar Nagar Wakad,"Strong suburban growth, but faces competition from more developed areas like Wakad.",0.7647,Positive,2030,Jul-Sep,7515.296667,8703.87563,6326.633744,Moderate
1035,Bhumkar Nagar Wakad,"Strong suburban growth, but faces competition from more developed areas like Wakad.",0.7647,Positive,2030,Oct-Dec,7285.776667,8438.055979,6133.415959,Moderate
1036,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2024,Jan-Mar,7342.91,9153.019689,6334.068518,Moderate
1037,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2024,Apr-Jun,7434.59,9267.299837,6413.152614,Moderate
1038,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2024,Jul-Sep,7517.68,9370.872454,6484.82689,Moderate
1039,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2024,Oct-Dec,7441.576667,9276.008796,6419.179384,Moderate
1040,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2025,Jan-Mar,7699.79,9597.874612,6641.91682,Moderate
1041,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2025,Apr-Jun,7791.31,9711.955319,6720.862898,Moderate
1042,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2025,Jul-Sep,6776.043333,8446.41403,5845.083591,Moderate
1043,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2025,Oct-Dec,6671.298,8315.847797,5754.729206,Moderate
1044,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2026,Jan-Mar,5315.05,6625.26945,4584.815949,Moderate
1045,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2026,Apr-Jun,5356.0,6676.314084,4620.139833,Moderate
1046,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2026,Jul-Sep,5443.12,6784.910142,4695.290427,Moderate
1047,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2026,Oct-Dec,5528.29,6891.075502,4768.758932,Moderate
1048,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2027,Jan-Mar,5636.45,7025.898155,4862.058843,Moderate
1049,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2027,Apr-Jun,5700.0,7105.113943,4916.877716,Moderate
1050,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2027,Jul-Sep,5773.94,7197.280983,4980.659109,Moderate
1051,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2027,Oct-Dec,5843.3,7283.739001,5040.489747,Moderate
1052,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2028,Jan-Mar,6160.01,7678.521569,5313.687,Moderate
1053,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2028,Apr-Jun,6263.76,7807.847108,5403.182801,Moderate
1054,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2028,Jul-Sep,6391.72,7967.350683,5513.562393,Moderate
1055,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2028,Oct-Dec,6514.993333,8121.012276,5619.899218,Moderate
1056,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2029,Jan-Mar,6767.86,8436.213413,5838.024565,Moderate
1057,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2029,Apr-Jun,6812.02,8491.259348,5876.117428,Moderate
1058,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2029,Jul-Sep,6971.79,8690.414445,6013.936648,Moderate
1059,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2029,Oct-Dec,7005.193333,8732.052075,6042.750702,Moderate
1060,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2030,Jan-Mar,7342.91,9153.019689,6334.068518,Moderate
1061,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2030,Apr-Jun,7434.59,9267.299837,6413.152614,Moderate
1062,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2030,Jul-Sep,7517.68,9370.872454,6484.82689,Moderate
1063,Bhumkar Wasti Road,"Residential growth potential, though dependent on surrounding developments and infrastructure upgrades.",0.3818,Positive,2030,Oct-Dec,7441.576667,9276.008796,6419.179384,Moderate
1064,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2024,Jan-Mar,8893.84,11600.08298,6976.636561,Moderate
1065,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2024,Apr-Jun,9002.16,11741.3629,7061.606526,Moderate
1066,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2024,Jul-Sep,9063.656667,11821.57194,7109.846644,Moderate
1067,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2024,Oct-Dec,9119.251333,11894.08311,7153.457029,Moderate
1068,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2025,Jan-Mar,9347.156667,12191.33613,7332.233876,Moderate
1069,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2025,Apr-Jun,9513.328333,12408.07099,7462.584695,Moderate
1070,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2025,Jul-Sep,8295.896976,10820.19615,6507.589314,Moderate
1071,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2025,Oct-Dec,8288.589667,10810.66535,6501.857207,Moderate
1072,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2026,Jan-Mar,6708.8,8750.172781,5262.615401,Moderate
1073,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2026,Apr-Jun,6767.4,8826.603756,5308.583273,Moderate
1074,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2026,Jul-Sep,6812.9,8885.948625,5344.275052,Moderate
1075,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2026,Oct-Dec,6900.98,9000.829859,5413.368058,Moderate
1076,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2027,Jan-Mar,7127.4,9296.145582,5590.979759,Moderate
1077,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2027,Apr-Jun,7193.7,9382.619534,5642.987779,Moderate
1078,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2027,Jul-Sep,7340.1,9573.566544,5757.829016,Moderate
1079,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2027,Oct-Dec,7477.63,9752.944564,5865.712318,Moderate
1080,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2028,Jan-Mar,8015.7,10454.74004,6287.793088,Moderate
1081,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2028,Apr-Jun,7970.26,10395.47342,6252.148376,Moderate
1082,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2028,Jul-Sep,8085.261667,10545.46813,6342.359672,Moderate
1083,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2028,Oct-Dec,8241.346667,10749.04711,6464.79816,Moderate
1084,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2029,Jan-Mar,8374.05,10922.1298,6568.895257,Moderate
1085,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2029,Apr-Jun,8466.56,11042.789,6641.463309,Moderate
1086,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2029,Jul-Sep,8520.09,11112.60726,6683.454098,Moderate
1087,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2029,Oct-Dec,8718.901333,11371.91348,6839.408603,Moderate
1088,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2030,Jan-Mar,8893.84,11600.08298,6976.636561,Moderate
1089,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2030,Apr-Jun,9002.16,11741.3629,7061.606526,Moderate
1090,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2030,Jul-Sep,9063.656667,11821.57194,7109.846644,Moderate
1091,Bibvewadi Road,"Strong residential appeal but faces challenges with traffic congestion, thus posing moderate risks.",-0.0129,Neutral,2030,Oct-Dec,9119.251333,11894.08311,7153.457029,Moderate
1092,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2024,Jan-Mar,9515.76,12104.41227,7179.516467,High
1093,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2024,Apr-Jun,9646.4,12270.59137,7278.082638,High
1094,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2024,Jul-Sep,9831.363333,12505.87184,7417.635054,High
1095,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2024,Oct-Dec,9716.202,12359.3822,7330.747334,High
1096,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2025,Jan-Mar,9674.174167,12305.92118,7299.037884,High
1097,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2025,Apr-Jun,9960.604167,12670.27114,7515.145573,High
1098,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2025,Jul-Sep,8828.786833,11230.55601,6661.204197,High
1099,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2025,Oct-Dec,9019.690286,11473.39254,6805.238355,High
1100,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2026,Jan-Mar,7751.13,9859.735123,5848.126211,High
1101,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2026,Apr-Jun,7943.15,10103.99194,5993.002789,High
1102,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2026,Jul-Sep,7980.52,10151.52801,6021.197966,High
1103,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2026,Oct-Dec,8035.32,10221.23572,6062.543849,High
1104,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2027,Jan-Mar,8057.49,10249.43681,6079.270824,High
1105,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2027,Apr-Jun,8243.27,10485.75611,6219.439404,High
1106,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2027,Jul-Sep,8294.65,10551.11344,6258.204942,High
1107,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2027,Oct-Dec,8391.98,10674.92094,6331.639154,High
1108,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2028,Jan-Mar,8531.76,10852.72647,6437.101336,High
1109,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2028,Apr-Jun,8628.38,10975.63082,6509.999862,High
1110,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2028,Jul-Sep,8764.56,11148.85701,6612.745891,High
1111,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2028,Oct-Dec,8921.21,11348.12183,6730.936268,High
1112,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2029,Jan-Mar,8878.1,11293.28426,6698.410336,High
1113,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2029,Apr-Jun,8985.15,11429.45597,6779.178161,High
1114,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2029,Jul-Sep,9149.56,11638.5918,6903.223356,High
1115,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2029,Oct-Dec,9366.475,11914.51602,7066.882887,High
1116,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2030,Jan-Mar,9515.76,12104.41227,7179.516467,High
1117,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2030,Apr-Jun,9646.4,12270.59137,7278.082638,High
1118,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2030,Jul-Sep,9831.363333,12505.87184,7417.635054,High
1119,Bibwewadi Kondhwa Road,Gaining popularity due to connectivity but still facing demand-supply imbalances.,0.4497,Positive,2030,Oct-Dec,9716.202,12359.3822,7330.747334,High
1120,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2024,Jan-Mar,8819.785,10443.15,7193.584997,Moderate
1121,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2024,Apr-Jun,8827.375,10452.13701,7199.775546,Moderate
1122,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2024,Jul-Sep,8807.838143,10429.00421,7183.840912,Moderate
1123,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2024,Oct-Dec,8726.80381,10333.05474,7117.747763,Moderate
1124,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2025,Jan-Mar,8895.201667,10532.44782,7255.09627,Moderate
1125,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2025,Apr-Jun,8973.596667,10625.27216,7319.036728,Moderate
1126,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2025,Jul-Sep,8355.084143,9892.916544,6814.566108,Moderate
1127,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2025,Oct-Dec,8073.51381,9559.520523,6584.911969,Moderate
1128,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2026,Jan-Mar,7810.48,9248.072849,6370.376573,Moderate
1129,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2026,Apr-Jun,7911.85,9368.100958,6453.05588,Moderate
1130,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2026,Jul-Sep,7950.85,9414.279277,6484.865025,Moderate
1131,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2026,Oct-Dec,8068.35,9553.406265,6580.700267,Moderate
1132,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2027,Jan-Mar,8058.59,9541.849845,6572.739825,Moderate
1133,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2027,Apr-Jun,8179.22,9684.682939,6671.127956,Moderate
1134,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2027,Jul-Sep,8161.1,9663.227782,6656.348938,Moderate
1135,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2027,Oct-Dec,8212.78,9724.419975,6698.500132,Moderate
1136,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2028,Jan-Mar,8347.86,9884.362729,6808.673959,Moderate
1137,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2028,Apr-Jun,8349.85,9886.719008,6810.297041,Moderate
1138,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2028,Jul-Sep,8455.283333,10011.55835,6896.29048,Moderate
1139,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2028,Oct-Dec,8542.17,10114.43733,6967.156904,Moderate
1140,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2029,Jan-Mar,8507.65,10073.56359,6939.001733,Moderate
1141,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2029,Apr-Jun,8561.5,10137.3252,6982.922821,Moderate
1142,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2029,Jul-Sep,8613.53,10198.93181,7025.359482,Moderate
1143,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2029,Oct-Dec,8705.965,10308.38035,7100.751232,Moderate
1144,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2030,Jan-Mar,8819.785,10443.15,7193.584997,Moderate
1145,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2030,Apr-Jun,8827.375,10452.13701,7199.775546,Moderate
1146,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2030,Jul-Sep,8807.838143,10429.00421,7183.840912,Moderate
1147,Blue Ridge Town Pune,"Well-planned township with modern infrastructure and a stable residential market, reducing risk.",0.0258,Neutral,2030,Oct-Dec,8726.80381,10333.05474,7117.747763,Moderate
1148,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2024,Jan-Mar,15208.57,19205.98385,13073.51065,Low
1149,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2024,Apr-Jun,15310.07,19334.16206,13160.76154,Low
1150,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2024,Jul-Sep,14430.94,18223.96192,12405.04845,Low
1151,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2024,Oct-Dec,15319.7725,19346.41476,13169.10195,Low
1152,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2025,Jan-Mar,16074.99,20300.1333,13818.29803,Low
1153,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2025,Apr-Jun,16140.36,20382.68512,13874.49105,Low
1154,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2025,Jul-Sep,13785.4175,17408.77057,11850.14781,Low
1155,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2025,Oct-Dec,13898.58917,17551.68823,11947.43184,Low
1156,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2026,Jan-Mar,10829.4,13675.79473,9309.111653,Low
1157,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2026,Apr-Jun,10891.9,13754.7222,9362.837573,Low
1158,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2026,Jul-Sep,11028.2,13926.84724,9480.00306,Low
1159,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2026,Oct-Dec,11159.95,14093.22635,9593.257299,Low
1160,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2027,Jan-Mar,11590.5,14636.94192,9963.364417,Low
1161,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2027,Apr-Jun,11696.5,14770.80291,10054.48358,Low
1162,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2027,Jul-Sep,11863.5,14981.69712,10198.03924,Low
1163,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2027,Oct-Dec,12067.75,15239.6321,10373.61554,Low
1164,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2028,Jan-Mar,12332.8,15574.34773,10601.45642,Low
1165,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2028,Apr-Jun,12462.4,15738.01173,10712.86249,Low
1166,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2028,Jul-Sep,12351.625,15598.12068,10617.63867,Low
1167,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2028,Oct-Dec,12079.0275,15253.87377,10383.30985,Low
1168,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2029,Jan-Mar,14034.25,17723.0061,12064.04789,Low
1169,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2029,Apr-Jun,14128.25,17841.71301,12144.85167,Low
1170,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2029,Jul-Sep,14180.9425,17908.25519,12190.14692,Low
1171,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2029,Oct-Dec,14530.3375,18349.48502,12490.49201,Low
1172,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2030,Jan-Mar,15208.57,19205.98385,13073.51065,Low
1173,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2030,Apr-Jun,15310.07,19334.16206,13160.76154,Low
1174,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2030,Jul-Sep,14430.94,18223.96192,12405.04845,Low
1175,BMCC Road,Central area with moderate demand and commercial appeal but subject to urban congestion.,-0.0644,Neutral,2030,Oct-Dec,15319.7725,19346.41476,13169.10195,Low
1176,Boat Club Road,"Prime location with strong demand, making it a low-risk area for investment.",0.4215,Positive,2024,Jan-Mar,15180.51,18318.75054,12042.26946,Low
1177,Boat Club Road,"Prime location with strong demand, making it a low-risk area for investment.",0.4215,Positive,2024,Apr-Jun,15275.62,18433.52246,12117.71754,Low
1178,Boat Club Road,"Prime location with strong demand, making it a low-risk area for investment.",0.4215,Positive,2024,Jul-Sep,15492.015,18694.65242,12289.37758,Low
1179,Boat Club Road,"Prime location with strong demand, making it a low-risk area for investment.",0.4215,Positive,2024,Oct-Dec,15580.98,18802.009,12359.951,Low
1180,Boat Club Road,"Prime location with strong demand, making it a low-risk area for investment.",0.4215,Positive,2025,Jan-Mar,15601.767,18827.09326,12376.44074,Low
1181,Boat Club Road,"Prime location with strong demand, making it a low-risk area for investment.",0.4215,Positive,2025,Apr-Jun,15736.668,18989.88211,12483.45389,Low
1182,Boat Club Road,"Prime location with strong demand, making it a low-risk area for investment.",0.4215,Positive,2025,Jul-Sep,15665.2615,18903.71387,12426.80913,Low
1183,Boat Club Road,"Prime location with strong demand, making it a low-risk area for investment.",0.4215,Positive,2025,Oct-Dec,15262.5985,18417.80905,12107.38795,Low
1184,Boat Club Road,"Prime location with strong demand, making it a low-risk area for investment.",0.4215,Positive,2026,Jan-Mar,14037.19,16939.07397,11135.30603,Low
1185,Boat Club Road,"Prime location with strong demand, making it a low-risk area for investment.",0.4215,Positive,2026,Apr-Jun,14261.57,17209.83966,11313.30034,Low
1186,Boat Club Road,"Prime location with strong demand, making it a low-risk area for investment.",0.4215,Positive,2026,Jul-Sep,14346.86,17312.76151,11380.95849,Low
1187,Boat Club Road,"Prime location with strong demand, making it a low-risk area for investment.",0.4215,Positive,2026,Oct-Dec,14364.77,17334.37402,11395.16598,Low
