,location,Year,Quarter Period,Average Price,max_price,min_price,Locality,Economic  Factor,Sentiment Score,Sentiment,Risk
570,Bellary Road,2026,Jul-Sep,5830.519999999993,7397.293473709547,4263.67633191873,Bellary Road,"Moderate demand, some infrastructure, but still growing with development potential.",0.2023,Positive,High
571,Bellary Road,2026,Oct-Dec,5979.800000000008,7586.687896463515,4372.840111963888,Bellary Road,"Moderate demand, some infrastructure, but still growing with development potential.",0.2023,Positive,High
572,Bellary Road,2027,Jan-Mar,6213.280000000004,7882.908487464264,4543.576710067723,Bellary Road,"Moderate demand, some infrastructure, but still growing with development potential.",0.2023,Positive,High
573,Bellary Road,2027,Apr-Jun,5977.630000000013,7583.934775500392,4371.253259051928,Bellary Road,"Moderate demand, some infrastructure, but still growing with development potential.",0.2023,Positive,High
574,Bellary Road,2027,Jul-Sep,6009.899999999997,7624.876348532727,4394.851297516928,Bellary Road,"Moderate demand, some infrastructure, but still growing with development potential.",0.2023,Positive,High
575,Bellary Road,2027,Oct-Dec,6113.209999999991,7755.947743325797,4470.398658961618,Bellary Road,"Moderate demand, some infrastructure, but still growing with development potential.",0.2023,Positive,High
576,Bellary Road,2028,Jan-Mar,5911.199999999994,7499.653749887126,4322.675084424375,Bellary Road,"Moderate demand, some infrastructure, but still growing with development potential.",0.2023,Positive,High
577,Bellary Road,2028,Apr-Jun,6206.439999999994,7874.23044719337,4538.574832686226,Bellary Road,"Moderate demand, some infrastructure, but still growing with development potential.",0.2023,Positive,High
578,Bellary Road,2028,Jul-Sep,6192.200000000004,7856.163883822428,4528.16156749436,Bellary Road,"Moderate demand, some infrastructure, but still growing with development potential.",0.2023,Positive,High
579,Bellary Road,2028,Oct-Dec,6378.879999999994,8093.00840981188,4664.674794040627,Bellary Road,"Moderate demand, some infrastructure, but still growing with development potential.",0.2023,Positive,High
580,Bellary Road,2029,Jan-Mar,6361.439999999992,8070.881944559809,4651.921469255073,Bellary Road,"Moderate demand, some infrastructure, but still growing with development potential.",0.2023,Positive,High
581,Bellary Road,2029,Apr-Jun,6460.809999999994,8196.954585161768,4724.587632325051,Bellary Road,"Moderate demand, some infrastructure, but still growing with development potential.",0.2023,Positive,High
582,Bellary Road,2029,Jul-Sep,6756.350000000005,8571.911898269382,4940.706761173818,Bellary Road,"Moderate demand, some infrastructure, but still growing with development potential.",0.2023,Positive,High
583,Bellary Road,2029,Oct-Dec,7032.230000000002,8921.926189194886,5142.449148893907,Bellary Road,"Moderate demand, some infrastructure, but still growing with development potential.",0.2023,Positive,High
584,Bellary Road,2030,Jan-Mar,7500.479999999989,9516.004019142198,5484.865681625273,Bellary Road,"Moderate demand, some infrastructure, but still growing with development potential.",0.2023,Positive,High
585,Bellary Road,2030,Apr-Jun,7553.830000000001,9583.690195816404,5523.878862663657,Bellary Road,"Moderate demand, some infrastructure, but still growing with development potential.",0.2023,Positive,High
586,Bellary Road,2030,Jul-Sep,7908.078333333336,10033.131906716832,5782.929553589166,Bellary Road,"Moderate demand, some infrastructure, but still growing with development potential.",0.2023,Positive,High
587,Bellary Road,2030,Oct-Dec,8669.480000000003,10999.136925086535,6339.718701941311,Bellary Road,"Moderate demand, some infrastructure, but still growing with development potential.",0.2023,Positive,High
588,Benson Town,2024,Jan-Mar,10385.40000000001,12899.48857343338,7871.19130766681,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
589,Benson Town,2024,Apr-Jun,10096.64999999998,12540.838225292791,7652.344995527747,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
590,Benson Town,2024,Jul-Sep,11247.21333333333,13969.928926791525,8524.36765312915,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
591,Benson Town,2024,Oct-Dec,11091.283333333336,13776.251528399996,8406.186855027541,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
592,Benson Town,2025,Jan-Mar,12179.559999999989,15127.977261294309,9231.001868315729,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
593,Benson Town,2025,Apr-Jun,11610.15999999999,14420.737405948064,8799.448309417136,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
594,Benson Town,2025,Jul-Sep,9893.70666666667,12288.76654684155,7498.532354581604,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
595,Benson Town,2025,Oct-Dec,7935.169999999994,9856.109032223232,6014.139188558777,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
596,Benson Town,2026,Jan-Mar,9726.619999999992,12081.23168564796,7371.895814988157,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
597,Benson Town,2026,Apr-Jun,9850.509999999986,12235.112868786076,7465.793198922025,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
598,Benson Town,2026,Jul-Sep,9752.369999999992,12113.215223187768,7391.411979620469,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
599,Benson Town,2026,Oct-Dec,9622.080000000004,11951.384733632,7292.663976127508,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
600,Benson Town,2027,Jan-Mar,9707.759999999997,12057.80607329842,7357.601645474939,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
601,Benson Town,2027,Apr-Jun,9664.209999999986,12003.713527284486,7324.594695193876,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
602,Benson Town,2027,Jul-Sep,9691.919999999987,12038.131539914702,7345.596362066163,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
603,Benson Town,2027,Oct-Dec,9588.369999999995,11909.51424623522,7267.114853418559,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
604,Benson Town,2028,Jan-Mar,9697.099999999991,12044.5655097965,7349.522332271812,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
605,Benson Town,2028,Apr-Jun,9707.490000000009,12057.470711933944,7357.3970099623,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
606,Benson Town,2028,Jul-Sep,9484.070000000003,11779.965393209914,7188.064912791372,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
607,Benson Town,2028,Oct-Dec,9672.02999999999,12013.42658606357,7330.521545967653,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
608,Benson Town,2029,Jan-Mar,9293.65999999999,11543.461106493214,7043.751401815104,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
609,Benson Town,2029,Apr-Jun,9253.39,11493.442580018347,7013.230394058091,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
610,Benson Town,2029,Jul-Sep,9273.67,11518.631944729314,7028.600794785987,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
611,Benson Town,2029,Oct-Dec,10104.740000000003,12550.886645436392,7658.476481814188,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
612,Benson Town,2030,Jan-Mar,10385.40000000001,12899.48857343338,7871.19130766681,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
613,Benson Town,2030,Apr-Jun,10096.64999999998,12540.838225292791,7652.344995527747,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
614,Benson Town,2030,Jul-Sep,11247.21333333333,13969.928926791525,8524.36765312915,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
615,Benson Town,2030,Oct-Dec,11091.283333333336,13776.251528399996,8406.186855027541,Benson Town,Prime locality with strong demand and well-developed infrastructure.,0.4215,Positive,Moderate
616,Binny Pete,2024,Jan-Mar,10528.390000000018,11990.841401496084,8958.001875826787,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
617,Binny Pete,2024,Apr-Jun,10756.100000000017,12250.181575590568,9151.747225984263,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
618,Binny Pete,2024,Jul-Sep,10853.974999999991,12361.651952559045,9235.023437598416,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
619,Binny Pete,2024,Oct-Dec,9417.986666666671,10726.196924829404,8013.223505826777,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
620,Binny Pete,2025,Jan-Mar,11243.490000000018,12805.272732992147,9566.439361653558,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
621,Binny Pete,2025,Apr-Jun,11220.055000000017,12778.582482322852,9546.499867204737,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
622,Binny Pete,2025,Jul-Sep,10548.57916666666,12013.834954691594,8975.179677263774,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
623,Binny Pete,2025,Oct-Dec,8185.955000000005,9323.029268937014,6964.95857822835,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
624,Binny Pete,2026,Jan-Mar,8851.679999999998,10081.2271407874,7531.385714645668,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
625,Binny Pete,2026,Apr-Jun,8898.29,10134.311526692914,7571.043484488189,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
626,Binny Pete,2026,Jul-Sep,9112.71,10378.515646535432,7753.481137559054,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
627,Binny Pete,2026,Oct-Dec,9346.199999999992,10644.43869448818,7952.144357480307,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
628,Binny Pete,2027,Jan-Mar,9584.12999999998,10915.418482913365,8154.58531818896,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
629,Binny Pete,2027,Apr-Jun,9638.419999999986,10977.24966314959,8200.777558582664,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
630,Binny Pete,2027,Jul-Sep,9672.330000000004,11015.869949055124,8229.6296284252,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
631,Binny Pete,2027,Oct-Dec,9954.79,11337.56519992126,8469.958606535432,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
632,Binny Pete,2028,Jan-Mar,9814.810000000003,11178.14120637796,8350.857670629925,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
633,Binny Pete,2028,Apr-Jun,9892.130000000008,11266.20138055119,8416.644814251975,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
634,Binny Pete,2028,Jul-Sep,10036.260000000007,11430.351831968512,8539.27674661418,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
635,Binny Pete,2028,Oct-Dec,10160.44,11571.781118425197,8644.934370708661,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
636,Binny Pete,2029,Jan-Mar,10106.410000000002,11510.24605362205,8598.96334937008,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
637,Binny Pete,2029,Apr-Jun,10226.169999999998,11646.641377716533,8700.860249527557,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
638,Binny Pete,2029,Jul-Sep,10438.689999999997,11888.681577086609,8881.681301811019,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
639,Binny Pete,2029,Oct-Dec,10499.520000000011,11957.961199370093,8933.438052283474,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
640,Binny Pete,2030,Jan-Mar,10528.390000000018,11990.841401496084,8958.001875826787,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
641,Binny Pete,2030,Apr-Jun,10756.100000000017,12250.181575590568,9151.747225984263,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
642,Binny Pete,2030,Jul-Sep,10853.974999999991,12361.651952559045,9235.023437598416,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
643,Binny Pete,2030,Oct-Dec,9417.986666666671,10726.196924829404,8013.223505826777,Binny Pete,Stable demand due to proximity to CBD and established infrastructure.,0.1779,Positive,Moderate
644,Block 1st Koramangala,2024,Jan-Mar,12431.460000000005,15146.638374434757,9716.21196631197,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
645,Block 1st Koramangala,2024,Apr-Jun,12239.579999999987,14912.849505606257,9566.24191033334,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
646,Block 1st Koramangala,2024,Jul-Sep,12721.654999999986,15500.215405858968,9943.023308790143,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
647,Block 1st Koramangala,2024,Oct-Dec,12938.539,15764.469444982378,10112.536054364818,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
648,Block 1st Koramangala,2025,Jan-Mar,13712.755,16707.783406150364,10717.64975490443,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
649,Block 1st Koramangala,2025,Apr-Jun,14312.925000000005,17439.037655706292,11186.73214231681,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
650,Block 1st Koramangala,2025,Jul-Sep,14658.727500000015,17860.367524963458,11457.005335367405,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
651,Block 1st Koramangala,2025,Oct-Dec,9182.000000000013,11187.457752674269,7176.490796308445,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
652,Block 1st Koramangala,2026,Jan-Mar,10042.66999999999,12236.108293296562,7849.175432951728,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
653,Block 1st Koramangala,2026,Apr-Jun,10052.799999999985,12248.450805498102,7857.092863987077,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
654,Block 1st Koramangala,2026,Jul-Sep,10518.419999999993,12815.767738497476,8221.013321902257,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
655,Block 1st Koramangala,2026,Oct-Dec,10591.650000000003,12904.992039437197,8278.24861062081,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
656,Block 1st Koramangala,2027,Jan-Mar,11203.799999999985,13650.84286314655,8756.6943567502,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
657,Block 1st Koramangala,2027,Apr-Jun,11329.949999999984,13804.545520029567,8855.290992990052,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
658,Block 1st Koramangala,2027,Jul-Sep,11300.22999999999,13768.334319375092,8832.062360179527,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
659,Block 1st Koramangala,2027,Oct-Dec,11543.16999999998,14064.335298076308,9021.940020172458,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
660,Block 1st Koramangala,2028,Jan-Mar,10524.719999999996,12823.44373325264,8225.937291845274,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
661,Block 1st Koramangala,2028,Apr-Jun,10657.929999999997,12985.748377908896,8330.051900751421,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
662,Block 1st Koramangala,2028,Jul-Sep,10848.089999999997,13217.441578328036,8478.677634777343,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
663,Block 1st Koramangala,2028,Oct-Dec,10801.050000000005,13160.127484156206,8441.911992536187,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
664,Block 1st Koramangala,2029,Jan-Mar,10870.079999999987,13244.23445525912,8495.864634626043,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
665,Block 1st Koramangala,2029,Apr-Jun,11169.36999999998,13608.892942603685,8729.78447022037,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
666,Block 1st Koramangala,2029,Jul-Sep,12027.23999999999,14654.131930001502,9400.280675777893,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
667,Block 1st Koramangala,2029,Oct-Dec,11978.480000000009,14594.722167420345,9362.170711584047,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
668,Block 1st Koramangala,2030,Jan-Mar,12431.460000000005,15146.638374434757,9716.21196631197,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
669,Block 1st Koramangala,2030,Apr-Jun,12239.579999999987,14912.849505606257,9566.24191033334,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
670,Block 1st Koramangala,2030,Jul-Sep,12721.654999999986,15500.215405858968,9943.023308790143,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
671,Block 1st Koramangala,2030,Oct-Dec,12938.539,15764.469444982378,10112.536054364818,Block 1st Koramangala,High-value locality with excellent infrastructure and demand.,0.4939,Positive,Low
672,Bommanahalli,2024,Jan-Mar,5162.369999999999,6457.6359984937,3867.143274602884,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
673,Bommanahalli,2024,Apr-Jun,5253.39000000001,6571.493398986684,3935.32656655104,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
674,Bommanahalli,2024,Jul-Sep,5443.100000000007,6808.80264363095,4077.438765139071,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
675,Bommanahalli,2024,Oct-Dec,6012.070000000001,7520.530232715599,4503.655504534113,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
676,Bommanahalli,2025,Jan-Mar,6277.039999999991,7851.982610309768,4702.145142718026,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
677,Bommanahalli,2025,Apr-Jun,6597.249999999987,8252.534996728727,4942.015192319387,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
678,Bommanahalli,2025,Jul-Sep,6322.195666666676,7908.468073111305,4735.971356774802,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
679,Bommanahalli,2025,Oct-Dec,5006.146666666673,6262.215402694103,3750.11601525572,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
680,Bommanahalli,2026,Jan-Mar,4903.050000000003,6133.251235849922,3672.886064451344,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
681,Bommanahalli,2026,Apr-Jun,4972.680000000005,6220.351771955456,3725.046058060986,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
682,Bommanahalli,2026,Jul-Sep,5139.890000000004,6429.515647328226,3850.30345475017,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
683,Bommanahalli,2026,Oct-Dec,5170.640000000008,6467.980985332612,3873.338350678601,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
684,Bommanahalli,2027,Jan-Mar,5220.779999999993,6530.701377122504,3910.8983403322936,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
685,Bommanahalli,2027,Apr-Jun,5272.679999999992,6595.623362242093,3949.7767500456393,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
686,Bommanahalli,2027,Jul-Sep,5268.46000000001,6590.344541872083,3946.6155383117352,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
687,Bommanahalli,2027,Oct-Dec,5435.180000000013,6798.89547364739,4071.505874870681,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
688,Bommanahalli,2028,Jan-Mar,5472.369999999995,6845.416641789903,4099.3649896537,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
689,Bommanahalli,2028,Apr-Jun,5183.809999999995,6484.45540814618,3883.204028056718,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
690,Bommanahalli,2028,Jul-Sep,5033.940000000004,6296.98223069199,3770.936065364253,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
691,Bommanahalli,2028,Oct-Dec,4988.850000000005,6240.578910671907,3737.159042358959,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
692,Bommanahalli,2029,Jan-Mar,4926.17,6162.17216640801,3690.205309780293,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
693,Bommanahalli,2029,Apr-Jun,4971.280000000002,6218.600504534114,3723.9973148317217,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
694,Bommanahalli,2029,Jul-Sep,4855.4,6073.645598259387,3637.191339541111,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
695,Bommanahalli,2029,Oct-Dec,4945.049999999991,6185.789258490038,3704.348361329188,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
696,Bommanahalli,2030,Jan-Mar,5162.369999999999,6457.6359984937,3867.143274602884,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
697,Bommanahalli,2030,Apr-Jun,5253.39000000001,6571.493398986684,3935.32656655104,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
698,Bommanahalli,2030,Jul-Sep,5443.100000000007,6808.80264363095,4077.438765139071,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
699,Bommanahalli,2030,Oct-Dec,6012.070000000001,7520.530232715599,4503.655504534113,Bommanahalli,"Proximity to IT hubs, but traffic congestion and infrastructure challenges exist.",0.1154,Positive,Moderate
700,Bommasandra Jigani Link Road,2024,Jan-Mar,4981.270000000001,6216.750265357773,3745.789734642228,Bommasandra Jigani Link Road,"Industrial proximity drives demand, but area still developing with gaps in infrastructure.",-0.0644,Neutral,High
701,Bommasandra Jigani Link Road,2024,Apr-Jun,5160.6,6440.5586164583165,3880.641383541683,Bommasandra Jigani Link Road,"Industrial proximity drives demand, but area still developing with gaps in infrastructure.",-0.0644,Neutral,High
702,Bommasandra Jigani Link Road,2024,Jul-Sep,5155.229999999993,6433.856721374329,3876.603278625657,Bommasandra Jigani Link Road,"Industrial proximity drives demand, but area still developing with gaps in infrastructure.",-0.0644,Neutral,High
703,Bommasandra Jigani Link Road,2024,Oct-Dec,5073.629999999999,6332.017868701585,3815.242131298412,Bommasandra Jigani Link Road,"Industrial proximity drives demand, but area still developing with gaps in infrastructure.",-0.0644,Neutral,High
704,Bommasandra Jigani Link Road,2025,Jan-Mar,5620.269999999993,7014.238339596585,4226.3016604034,Bommasandra Jigani Link Road,"Industrial proximity drives demand, but area still developing with gaps in infrastructure.",-0.0644,Neutral,High
705,Bommasandra Jigani Link Road,2025,Apr-Jun,5633.269999999998,7030.462666615534,4236.07733338446,Bommasandra Jigani Link Road,"Industrial proximity drives demand, but area still developing with gaps in infrastructure.",-0.0644,Neutral,High
706,Bommasandra Jigani Link Road,2025,Jul-Sep,5445.734999999992,6796.414269115718,4095.055730884264,Bommasandra Jigani Link Road,"Industrial proximity drives demand, but area still developing with gaps in infrastructure.",-0.0644,Neutral,High
707,Bommasandra Jigani Link Road,2025,Oct-Dec,4131.459999999994,5156.1660081294485,3106.753991870537,Bommasandra Jigani Link Road,"Industrial proximity drives demand, but area still developing with gaps in infrastructure.",-0.0644,Neutral,High
708,Bommasandra Jigani Link Road,2026,Jan-Mar,3566.380000000007,4450.931953370665,2681.828046629348,Bommasandra Jigani Link Road,"Industrial proximity drives demand, but area still developing with gaps in infrastructure.",-0.0644,Neutral,High
709,Bommasandra Jigani Link Road,2026,Apr-Jun,3486.030000000002,4350.653132142037,2621.406867857966,Bommasandra Jigani Link Road,"Industrial proximity drives demand, but area still developing with gaps in infrastructure.",-0.0644,Neutral,High
710,Bommasandra Jigani Link Road,2026,Jul-Sep,3458.290000000005,4316.032914333927,2600.5470856660822,Bommasandra Jigani Link Road,"Industrial proximity drives demand, but area still developing with gaps in infrastructure.",-0.0644,Neutral,High
711,Bommasandra Jigani Link Road,2026,Oct-Dec,3653.110000000004,4559.173175090118,2747.0468249098885,Bommasandra Jigani Link Road,"Industrial proximity drives demand, but area still developing with gaps in infrastructure.",-0.0644,Neutral,High
712,Bommasandra Jigani Link Road,2027,Jan-Mar,3429.610000000007,4280.23955287983,2578.9804471201837,Bommasandra Jigani Link Road,"Industrial proximity drives demand, but area still developing with gaps in infrastructure.",-0.0644,Neutral,High
713,Bommasandra Jigani Link Road,2027,Apr-Jun,3472.3100000000013,4333.530227011274,2611.089772988727,Bommasandra Jigani Link Road,"Industrial proximity drives demand, but area still developing with gaps in infrastructure.",-0.0644,Neutral,High
714,Bommasandra Jigani Link Road,2027,Jul-Sep,3489.1100000000056,4354.497049620376,2623.7229503796343,Bommasandra Jigani Link Road,"Industrial proximity drives demand, but area still developing with gaps in infrastructure.",-0.0644,Neutral,High
715,Bommasandra Jigani Link Road,2027,Oct-Dec,3669.280000000003,4579.353741851372,2759.2062581486334,Bommasandra Jigani Link Road,"Industrial proximity drives demand, but area still developing with gaps in infrastructure.",-0.0644,Neutral,High
716,Bommasandra Jigani Link Road,2028,Jan-Mar,4706.540000000006,5873.880314441299,3539.199685558713,Bommasandra Jigani Link Road,"Industrial proximity drives demand, but area still developing with gaps in infrastructure.",-0.0644,Neutral,High
717,Bommasandra Jigani Link Road,2028,Apr-Jun,4646.840000000007,5799.3732126696905,3494.3067873303216,Bommasandra Jigani Link Road,"Industrial proximity drives demand, but area still developing with gaps in infrastructure.",-0.0644,Neutral,High
718,Bommasandra Jigani Link Road,2028,Jul-Sep,4654.9000000000015,5809.4322954214285,3500.367704578573,Bommasandra Jigani Link Road,"Industrial proximity drives demand, but area still developing with gaps in infrastructure.",-0.0644,Neutral,High
719,Bommasandra Jigani Link Road,2028,Oct-Dec,4586.220000000001,5723.717927755197,3448.722072244805,Bommasandra Jigani Link Road,"Industrial proximity drives demand, but area still developing with gaps in infrastructure.",-0.0644,Neutral,High
